0.098576123;23.73626374
0.525739321;23.62637363
0.920043812;23.51648352
1.314348302;23.40659341
1.807228916;23.2967033
2.168674699;23.18681319
2.69441402;23.07692308
3.187294633;22.96703297
3.680175246;22.96703297
4.17305586;22.85714286
4.665936473;22.74725275
5.191675794;22.63736264
5.717415115;22.63736264
6.243154436;22.52747253
6.768893757;22.41758242
7.294633078;22.41758242
7.820372399;22.30769231
8.34611172;22.1978022
8.871851041;22.08791209
9.397590361;21.97802198
9.923329682;21.86813187
10.449069;21.75824176
10.97480832;21.64835165
11.50054765;21.64835165
12.02628697;21.53846154
12.55202629;21.42857143
13.07776561;21.20879121
13.57064622;21.0989011
14.09638554;20.87912088
14.62212486;20.76923077
15.18072289;20.54945055
15.73932092;20.32967033
16.26506024;20.10989011
16.79079956;19.89010989
17.31653888;19.67032967
17.87513691;19.45054945
18.40087623;19.12087912
18.92661555;18.9010989
19.48521358;18.57142857
20.0109529;18.24175824
20.53669222;17.91208791
21.06243154;17.47252747
21.58817087;17.14285714
22.11391019;16.7032967
22.63964951;16.15384615
23.16538883;15.71428571
23.69112815;15.16483516
24.21686747;14.61538462
24.7754655;14.06593407
